age_group,n,prefrail,frail,fi,source,lb,meas,sex,n_frail,n_prefrail,n_robust,robust,country
"[75,80)",119257,0.238535264177365,0.0365680840537662,efi,IMRD - THIN,3-year lookback,yes,Female,4360.999999999995,28447.00000000002,86448.99999999999,0.7248966517688687,UK
"[80,120]",228084,0.0101410006839585,2.1044878202767e-4,vafi,IMRD - THIN,1-year lookback,no,Female,47.99999999999909,2312.9999999999905,225723,0.9896485505340138,UK
"[80,120]",228084,0.0791857385875379,0.00491047158064573,vafi,IMRD - THIN,3-year lookback,no,Female,1120.0000000000007,18060.999999999993,208903,0.9159037898318163,UK
"[80,120]",228084,0.125979902141316,0.00502446467091072,efi,IMRD - THIN,1-year lookback,no,Female,1146.0000000000007,28733.999999999916,198204.0000000001,0.8689956331877733,UK
"[80,120]",228084,0.330062608512653,0.0535899054734221,efi,IMRD - THIN,3-year lookback,no,Female,12223.000000000005,75281.99999999996,140579.00000000006,0.616347486013925,UK
"[80,120]",228084,0.169424422581154,0.00853194437137195,efi,IMRD - THIN,1-year lookback,yes,Female,1946,38642.99999999993,187495.00000000006,0.822043633047474,UK
"[80,120]",228084,0.371797232598516,0.0774714578839375,efi,IMRD - THIN,3-year lookback,yes,Female,17670,84800.99999999993,125613.00000000007,0.5507313095175465,UK
"[40,45)",169306,1.2994223477017e-4,0,vafi,IMRD - THIN,1-year lookback,no,Male,0,21.9999999999984,169284,0.9998700577652299,UK
"[40,45)",169306,0.00175422016939742,1.771939565047e-5,vafi,IMRD - THIN,3-year lookback,no,Male,2.9999999999984737,296.9999999999996,169006,0.998228060434952,UK
"[40,45)",169306,0.00106316373902874,5.90646521682e-6,efi,IMRD - THIN,1-year lookback,no,Male,0.999999999998927,179.99999999999983,169125,0.9989309297957545,UK
"[40,45)",169306,0.00491417906039951,0.00012403576955335001,efi,IMRD - THIN,3-year lookback,no,Male,20.999999999999478,831.9999999999995,168453,0.9949617851700472,UK
"[40,45)",169306,0.00159474560854311,5.90646521682e-6,efi,IMRD - THIN,1-year lookback,yes,Male,0.999999999998927,269.9999999999998,169035,0.9983993479262401,UK
"[40,45)",169306,0.00671565095153155,1.8900688693844e-4,efi,IMRD - THIN,3-year lookback,yes,Male,31.999999999999524,1137.0000000000007,168137,0.9930953421615301,UK
"[45,50)",187752,3.3554902211427e-4,0,vafi,IMRD - THIN,1-year lookback,no,Male,0,62.999999999998415,187689,0.9996644509778857,UK
"[45,50)",187752,0.00273765392645618,5.326174954194e-5,vafi,IMRD - THIN,3-year lookback,no,Male,9.99999999999832,514.0000000000007,187228,0.9972090843240019,UK
"[45,50)",187752,0.00199731560782309,2.130469981677e-5,efi,IMRD - THIN,1-year lookback,no,Male,3.9999999999982006,375.0000000000008,187373,0.9979813796923601,UK
