"age_group","is_female","category","N","count","percent"
"[40,45)",0,"AFIB",56050,103,0.00183764495985727
"[40,45)",1,"AFIB",51159,32,0.000625500889384077
"[45,50)",0,"AFIB",56112,226,0.00402765896777873
"[45,50)",1,"AFIB",51796,54,0.00104255154838211
"[50,55)",0,"AFIB",56983,443,0.00777424846006704
"[50,55)",1,"AFIB",53701,150,0.00279324407366716
"[55,60)",0,"AFIB",52084,648,0.0124414407495584
"[55,60)",1,"AFIB",48163,266,0.00552291177875132
"[60,65)",0,"AFIB",46881,1050,0.0223971331669546
"[60,65)",1,"AFIB",43894,478,0.0108898710529913
"[65,70)",0,"AFIB",43151,1641,0.0380292461356631
"[65,70)",1,"AFIB",41309,769,0.0186157980101189
"[70,75)",0,"AFIB",36252,2167,0.0597760123579389
"[70,75)",1,"AFIB",37439,1334,0.0356312935708753
"[75,80)",0,"AFIB",29396,2557,0.0869846237583345
"[75,80)",1,"AFIB",31970,1918,0.0599937441351267
"[80,120]",0,"AFIB",43290,5512,0.127327327327327
"[80,120]",1,"AFIB",64298,7005,0.108945845905005
"[40,45)",0,"Anemia",56050,266,0.00474576271186441
"[40,45)",1,"Anemia",51159,1845,0.0360640356535507
"[45,50)",0,"Anemia",56112,317,0.00564941545480468
"[45,50)",1,"Anemia",51796,2043,0.0394432002471233
"[50,55)",0,"Anemia",56983,484,0.008493761297229
"[50,55)",1,"Anemia",53701,1838,0.0342265507160016
"[55,60)",0,"Anemia",52084,635,0.0121918439443975
"[55,60)",1,"Anemia",48163,1047,0.0217386790689949
"[60,65)",0,"Anemia",46881,845,0.0180243595486444
"[60,65)",1,"Anemia",43894,934,0.0212785346516608
"[65,70)",0,"Anemia",43151,1113,0.0257931450024333
"[65,70)",1,"Anemia",41309,1242,0.0300660872933259
"[70,75)",0,"Anemia",36252,1449,0.0399702085402185
"[70,75)",1,"Anemia",37439,1494,0.0399049119901707
"[75,80)",0,"Anemia",29396,1764,0.0600081643761056
"[75,80)",1,"Anemia",31970,1777,0.055583359399437
"[80,120]",0,"Anemia",43290,4256,0.0983136983136983
"[80,120]",1,"Anemia",64298,5472,0.0851037357305048
"[40,45)",0,"Anxiety",56050,1454,0.0259411239964318
"[40,45)",1,"Anxiety",51159,2364,0.0462088782032487
"[45,50)",0,"Anxiety",56112,1356,0.0241659538066724
"[45,50)",1,"Anxiety",51796,2283,0.0440767626843772
"[50,55)",0,"Anxiety",56983,1255,0.0220241124545917
"[50,55)",1,"Anxiety",53701,2105,0.0391985251671291
"[55,60)",0,"Anxiety",52084,1063,0.0204093387604639
"[55,60)",1,"Anxiety",48163,1803,0.0374353757033407
"[60,65)",0,"Anxiety",46881,751,0.0160192828651266
"[60,65)",1,"Anxiety",43894,1443,0.0328746525721055
"[65,70)",0,"Anxiety",43151,657,0.0152256031146439
"[65,70)",1,"Anxiety",41309,1267,0.0306712822871529
"[70,75)",0,"Anxiety",36252,539,0.0148681452057818
"[70,75)",1,"Anxiety",37439,1145,0.0305830818130826
"[75,80)",0,"Anxiety",29396,438,0.0148999863927065
"[75,80)",1,"Anxiety",31970,961,0.0300594307162965
"[80,120]",0,"Anxiety",43290,617,0.0142527142527143
"[80,120]",1,"Anxiety",64298,1855,0.0288500419919749
"[40,45)",0,"Arthritis",56050,1521,0.0271364852809991
"[40,45)",1,"Arthritis",51159,1015,0.0198401063351512
"[45,50)",0,"Arthritis",56112,2238,0.0398845166809239
"[45,50)",1,"Arthritis",51796,1764,0.0340566839138157
"[50,55)",0,"Arthritis",56983,3273,0.0574381833178316
"[50,55)",1,"Arthritis",53701,3315,0.0617306940280442
"[55,60)",0,"Arthritis",52084,4200,0.0806389678212119
"[55,60)",1,"Arthritis",48163,4304,0.0893632041193447
"[60,65)",0,"Arthritis",46881,4942,0.1054158401058
"[60,65)",1,"Arthritis",43894,5362,0.122157925912425
"[65,70)",0,"Arthritis",43151,5666,0.131306342842576
"[65,70)",1,"Arthritis",41309,6078,0.147135006899223
"[70,75)",0,"Arthritis",36252,5595,0.154336312479311
"[70,75)",1,"Arthritis",37439,6746,0.180186436603542
"[75,80)",0,"Arthritis",29396,5270,0.179276091985304
"[75,80)",1,"Arthritis",31970,6656,0.208195182984048
"[80,120]",0,"Arthritis",43290,8213,0.18972048972049
"[80,120]",1,"Arthritis",64298,13448,0.209151140004355
"[40,45)",0,"CAD",56050,187,0.00333630686886708
"[40,45)",1,"CAD",51159,64,0.00125100177876815
"[45,50)",0,"CAD",56112,465,0.00828699743370402
"[45,50)",1,"CAD",51796,115,0.0022202486678508
"[50,55)",0,"CAD",56983,787,0.0138111366547918
"[50,55)",1,"CAD",53701,225,0.00418986611050074
"[55,60)",0,"CAD",52084,1150,0.0220797173796175
"[55,60)",1,"CAD",48163,360,0.0074746174449266
"[60,65)",0,"CAD",46881,1420,0.0302894562829291
"[60,65)",1,"CAD",43894,499,0.0113682963502984
"[65,70)",0,"CAD",43151,1729,0.0400685963245348
"[65,70)",1,"CAD",41309,647,0.015662446440243
"[70,75)",0,"CAD",36252,1752,0.0483283680900364
"[70,75)",1,"CAD",37439,906,0.0241993642992601
"[75,80)",0,"CAD",29396,1753,0.0596339638045993
"[75,80)",1,"CAD",31970,1029,0.0321864247732249
"[80,120]",0,"CAD",43290,3267,0.0754677754677755
"[80,120]",1,"CAD",64298,3046,0.0473731686833183
"[40,45)",0,"CVA",56050,81,0.00144513826940232
"[40,45)",1,"CVA",51159,73,0.00142692390390743
"[45,50)",0,"CVA",56112,177,0.00315440547476476
"[45,50)",1,"CVA",51796,149,0.00287667001312843
"[50,55)",0,"CVA",56983,323,0.0056683572293491
"[50,55)",1,"CVA",53701,267,0.00497197445112754
"[55,60)",0,"CVA",52084,456,0.00875508793487443
"[55,60)",1,"CVA",48163,315,0.00654029026431078
"[60,65)",0,"CVA",46881,592,0.0126277169855592
"[60,65)",1,"CVA",43894,426,0.00970519888823074
"[65,70)",0,"CVA",43151,797,0.018470023869667
"[65,70)",1,"CVA",41309,575,0.0139194848580213
"[70,75)",0,"CVA",36252,1013,0.0279432858876752
